
--- PAGE 1 ---
Top:   46.87 | x0:   44.10 | x1:  132.10 | Text: Account
Top:  350.62 | x0:  258.41 | x1:  268.42 | Text: 16
Top:  366.23 | x0:  126.35 | x1:  149.86 | Text: PLUS
Top:  366.23 | x0:  152.36 | x1:  190.37 | Text: SCHOOL
Top:  366.23 | x0:  192.87 | x1:  254.89 | Text: LIMITED,,Local
Top:  381.84 | x0:  126.35 | x1:  164.36 | Text: Transfers
Top:  381.84 | x0:  166.86 | x1:  189.37 | Text: Other
Top:  381.84 | x0:  191.87 | x1:  219.38 | Text: Banks:
Top:  381.84 | x0:  221.88 | x1:  240.38 | Text: TRN
Top:  381.84 | x0:  242.88 | x1:  257.88 | Text: IFO
Top:  381.84 | x0:  260.39 | x1:  275.39 | Text: NIP
Top:  397.44 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  397.44 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  397.44 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  397.44 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  413.05 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  413.05 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  413.05 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  413.05 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  413.05 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  429.15 | x0:   46.60 | x1:   97.13 | Text: 07-Jun-2025
Top:  429.15 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251610028
Top:  429.15 | x0:  291.60 | x1:  342.13 | Text: 07-Jun-2025
Top:  429.15 | x0:  363.26 | x1:  415.80 | Text: 1,000,000.00
Top:  429.15 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  429.15 | x0:  493.91 | x1:  546.45 | Text: 2,943,119.47
Top:  444.76 | x0:  126.35 | x1:  255.91 | Text: 250607180ZDZ:Operations,THE
Top:  444.76 | x0:  258.41 | x1:  268.42 | Text: 16
Top:  460.37 | x0:  126.35 | x1:  149.86 | Text: PLUS
Top:  460.37 | x0:  152.36 | x1:  190.37 | Text: SCHOOL
Top:  460.37 | x0:  192.87 | x1:  254.89 | Text: LIMITED,,Local
Top:  475.97 | x0:  126.35 | x1:  164.36 | Text: Transfers
Top:  475.97 | x0:  166.86 | x1:  189.37 | Text: Other
Top:  475.97 | x0:  191.87 | x1:  219.38 | Text: Banks:
Top:  475.97 | x0:  221.88 | x1:  240.38 | Text: TRN
Top:  475.97 | x0:  242.88 | x1:  257.88 | Text: IFO
Top:  475.97 | x0:  260.39 | x1:  275.39 | Text: NIP
Top:  491.58 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  491.58 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  491.58 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  491.58 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  507.18 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  507.18 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  507.18 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  507.18 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  507.18 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  523.29 | x0:   46.60 | x1:   97.13 | Text: 07-Jun-2025
Top:  523.29 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251610028
Top:  523.29 | x0:  291.60 | x1:  342.13 | Text: 07-Jun-2025
Top:  523.29 | x0:  398.29 | x1:  415.80 | Text: 3.75
Top:  523.29 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  523.29 | x0:  493.91 | x1:  546.45 | Text: 2,943,115.72
Top:  538.90 | x0:  126.35 | x1:  255.91 | Text: 250607180ZDZ:Operations,THE
Top:  538.90 | x0:  258.41 | x1:  268.42 | Text: 16
Top:  554.50 | x0:  126.35 | x1:  149.86 | Text: PLUS
Top:  554.50 | x0:  152.36 | x1:  190.37 | Text: SCHOOL
Top:  554.50 | x0:  192.87 | x1:  254.89 | Text: LIMITED,,Local
Top:  570.11 | x0:  126.35 | x1:  164.36 | Text: Transfers
Top:  570.11 | x0:  166.86 | x1:  189.37 | Text: Other
Top:  570.11 | x0:  191.87 | x1:  219.38 | Text: Banks:
Top:  570.11 | x0:  221.88 | x1:  240.38 | Text: TRN
Top:  570.11 | x0:  242.88 | x1:  257.88 | Text: IFO
Top:  570.11 | x0:  260.39 | x1:  275.39 | Text: NIP
Top:  585.71 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  585.71 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  585.71 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  585.71 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  601.32 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  601.32 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  601.32 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  601.32 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  601.32 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  617.43 | x0:   46.60 | x1:   97.13 | Text: 10-Jun-2025
Top:  617.43 | x0:  126.35 | x1:  239.90 | Text: REFNO:A01idwh251610003
Top:  617.43 | x0:  242.41 | x1:  257.41 | Text: NIP
Top:  617.43 | x0:  291.60 | x1:  342.13 | Text: 10-Jun-2025
Top:  617.43 | x0:  398.29 | x1:  415.80 | Text: 0.00
Top:  617.43 | x0:  433.76 | x1:  478.80 | Text: 215,000.00
Top:  617.43 | x0:  493.91 | x1:  546.45 | Text: 3,158,115.72
Top:  633.03 | x0:  126.35 | x1:  152.85 | Text: FROM
Top:  633.03 | x0:  155.35 | x1:  190.37 | Text: OLABIYI
Top:  633.03 | x0:  192.87 | x1:  251.40 | Text: ABISOLA/SAT
Top:  648.64 | x0:  126.35 | x1:  193.86 | Text: REGISTRATION
Top:  648.64 | x0:  196.36 | x1:  215.36 | Text: FOR
Top:  648.64 | x0:  217.86 | x1:  261.38 | Text: OLADEPO
Top:  664.24 | x0:  126.35 | x1:  161.37 | Text: OLABIYI
Top:  664.24 | x0:  163.87 | x1:  176.37 | Text: TO
Top:  664.24 | x0:  178.87 | x1:  196.87 | Text: THE
Top:  664.24 | x0:  199.38 | x1:  209.38 | Text: 16
Top:  664.24 | x0:  211.89 | x1:  235.39 | Text: PLUS
Top:  664.24 | x0:  237.90 | x1:  275.90 | Text: SCHOOL
Top:  679.85 | x0:  126.35 | x1:  164.36 | Text: LIMITED.
Top:  679.85 | x0:  166.86 | x1:  186.87 | Text: 0000
Top:  820.66 | x0:  270.27 | x1:  278.27 | Text: P
Top:  820.66 | x0:  281.27 | x1:  287.94 | Text: a
Top:  820.66 | x0:  290.94 | x1:  297.62 | Text: g
Top:  820.66 | x0:  300.62 | x1:  307.29 | Text: e
Top:  820.66 | x0:  310.62 | x1:  317.30 | Text: 3
Top:  820.66 | x0:  320.63 | x1:  323.75 | Text: |
Top:  820.66 | x0:  327.09 | x1:  340.43 | Text: 10

--- PAGE 4 ---
Top:   46.87 | x0:   44.10 | x1:  132.10 | Text: Account
Top:   46.87 | x0:  138.22 | x1:  244.56 | Text: Statement
Top:  115.03 | x0:   46.60 | x1:   97.13 | Text: 11-Jun-2025
Top:  115.03 | x0:  126.35 | x1:  246.90 | Text: REFNO:A01ZSTM2516103KL
Top:  115.03 | x0:  291.60 | x1:  342.13 | Text: 10-Jun-2025
Top:  115.03 | x0:  393.28 | x1:  415.80 | Text: 50.00
Top:  115.03 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  115.03 | x0:  493.91 | x1:  546.45 | Text: 3,158,065.72
Top:  130.64 | x0:  126.35 | x1:  184.35 | Text: ELECTRONIC
Top:  130.64 | x0:  186.86 | x1:  219.86 | Text: MONEY
Top:  130.64 | x0:  222.36 | x1:  270.86 | Text: TRANSFER
Top:  146.25 | x0:  126.35 | x1:  149.36 | Text: LEVY
Top:  162.35 | x0:   46.60 | x1:   97.13 | Text: 11-Jun-2025
Top:  162.35 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251620004
Top:  162.35 | x0:  291.60 | x1:  342.13 | Text: 11-Jun-2025
Top:  162.35 | x0:  393.28 | x1:  415.80 | Text: 50.00
Top:  162.35 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  162.35 | x0:  493.91 | x1:  546.45 | Text: 3,158,015.72
Top:  177.96 | x0:  126.35 | x1:  225.88 | Text: 250611183NQM:COMM,
Top:  193.56 | x0:  126.35 | x1:  181.85 | Text: OLUMUYIWA
Top:  193.56 | x0:  184.35 | x1:  224.36 | Text: MICHAEL
Top:  193.56 | x0:  226.86 | x1:  268.38 | Text: PASEDA,,
Top:  209.17 | x0:  126.35 | x1:  147.86 | Text: Local
Top:  209.17 | x0:  150.36 | x1:  188.37 | Text: Transfers
Top:  209.17 | x0:  190.87 | x1:  213.38 | Text: Other
Top:  209.17 | x0:  215.88 | x1:  243.40 | Text: Banks:
Top:  209.17 | x0:  245.90 | x1:  264.39 | Text: TRN
Top:  224.78 | x0:  126.35 | x1:  141.35 | Text: IFO
Top:  224.78 | x0:  143.85 | x1:  158.86 | Text: NIP
Top:  224.78 | x0:  161.36 | x1:  207.85 | Text: OUTWARD
Top:  224.78 | x0:  210.36 | x1:  254.85 | Text: ACCOUNT
Top:  224.78 | x0:  257.35 | x1:  260.35 | Text: -
Top:  240.38 | x0:  126.35 | x1:  149.85 | Text: OMNI
Top:  240.38 | x0:  152.35 | x1:  165.36 | Text: BO
Top:  240.38 | x0:  167.86 | x1:  185.86 | Text: THE
Top:  240.38 | x0:  188.36 | x1:  198.37 | Text: 16
Top:  240.38 | x0:  200.87 | x1:  224.38 | Text: PLUS
Top:  240.38 | x0:  226.88 | x1:  264.89 | Text: SCHOOL
Top:  255.99 | x0:  126.35 | x1:  161.85 | Text: LIMITED
Top:  272.09 | x0:   46.60 | x1:   97.13 | Text: 11-Jun-2025
Top:  272.09 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251620004
Top:  272.09 | x0:  291.60 | x1:  342.13 | Text: 11-Jun-2025
Top:  272.09 | x0:  370.76 | x1:  415.80 | Text: 200,000.00
Top:  272.09 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  272.09 | x0:  493.91 | x1:  546.45 | Text: 2,958,015.72
Top:  287.70 | x0:  126.35 | x1:  225.88 | Text: 250611183NQM:COMM,
Top:  303.31 | x0:  126.35 | x1:  181.85 | Text: OLUMUYIWA
Top:  303.31 | x0:  184.35 | x1:  224.36 | Text: MICHAEL
Top:  303.31 | x0:  226.86 | x1:  268.38 | Text: PASEDA,,
Top:  318.91 | x0:  126.35 | x1:  147.86 | Text: Local
Top:  318.91 | x0:  150.36 | x1:  188.37 | Text: Transfers
Top:  318.91 | x0:  190.87 | x1:  213.38 | Text: Other
Top:  318.91 | x0:  215.88 | x1:  243.40 | Text: Banks:
Top:  318.91 | x0:  245.90 | x1:  264.39 | Text: TRN
Top:  334.52 | x0:  126.35 | x1:  141.35 | Text: IFO
Top:  334.52 | x0:  143.85 | x1:  158.86 | Text: NIP
Top:  334.52 | x0:  161.36 | x1:  207.85 | Text: OUTWARD
Top:  334.52 | x0:  210.36 | x1:  254.85 | Text: ACCOUNT
Top:  334.52 | x0:  257.35 | x1:  260.35 | Text: -
Top:  350.12 | x0:  126.35 | x1:  149.85 | Text: OMNI
Top:  350.12 | x0:  152.35 | x1:  165.36 | Text: BO
Top:  350.12 | x0:  167.86 | x1:  185.86 | Text: THE
Top:  350.12 | x0:  188.36 | x1:  198.37 | Text: 16
Top:  350.12 | x0:  200.87 | x1:  224.38 | Text: PLUS
Top:  350.12 | x0:  226.88 | x1:  264.89 | Text: SCHOOL
Top:  365.73 | x0:  126.35 | x1:  161.85 | Text: LIMITED
Top:  381.84 | x0:   46.60 | x1:   97.13 | Text: 11-Jun-2025
Top:  381.84 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251620004
Top:  381.84 | x0:  291.60 | x1:  342.13 | Text: 11-Jun-2025
Top:  381.84 | x0:  398.29 | x1:  415.80 | Text: 3.75
Top:  381.84 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  381.84 | x0:  493.91 | x1:  546.45 | Text: 2,958,011.97
Top:  397.44 | x0:  126.35 | x1:  225.88 | Text: 250611183NQM:COMM,
Top:  413.05 | x0:  126.35 | x1:  181.85 | Text: OLUMUYIWA
Top:  413.05 | x0:  184.35 | x1:  224.36 | Text: MICHAEL
Top:  413.05 | x0:  226.86 | x1:  268.38 | Text: PASEDA,,
Top:  428.65 | x0:  126.35 | x1:  147.86 | Text: Local
Top:  428.65 | x0:  150.36 | x1:  188.37 | Text: Transfers
Top:  428.65 | x0:  190.87 | x1:  213.38 | Text: Other
Top:  428.65 | x0:  215.88 | x1:  243.40 | Text: Banks:
Top:  428.65 | x0:  245.90 | x1:  264.39 | Text: TRN
Top:  444.26 | x0:  126.35 | x1:  141.35 | Text: IFO
Top:  444.26 | x0:  143.85 | x1:  158.86 | Text: NIP
Top:  444.26 | x0:  161.36 | x1:  207.85 | Text: OUTWARD
Top:  444.26 | x0:  210.36 | x1:  254.85 | Text: ACCOUNT
Top:  444.26 | x0:  257.35 | x1:  260.35 | Text: -
Top:  459.87 | x0:  126.35 | x1:  149.85 | Text: OMNI
Top:  459.87 | x0:  152.35 | x1:  165.36 | Text: BO
Top:  459.87 | x0:  167.86 | x1:  185.86 | Text: THE
Top:  459.87 | x0:  188.36 | x1:  198.37 | Text: 16
Top:  459.87 | x0:  200.87 | x1:  224.38 | Text: PLUS
Top:  459.87 | x0:  226.88 | x1:  264.89 | Text: SCHOOL
Top:  475.47 | x0:  126.35 | x1:  161.85 | Text: LIMITED
Top:  491.58 | x0:   46.60 | x1:   97.13 | Text: 13-Jun-2025
Top:  491.58 | x0:  126.35 | x1:  243.40 | Text: REFNO:A01mpev251640003
Top:  491.58 | x0:  245.91 | x1:  260.91 | Text: NIP
Top:  491.58 | x0:  291.60 | x1:  342.13 | Text: 13-Jun-2025
Top:  491.58 | x0:  398.29 | x1:  415.80 | Text: 0.00
Top:  491.58 | x0:  438.77 | x1:  478.80 | Text: 35,000.00
Top:  491.58 | x0:  493.91 | x1:  546.45 | Text: 2,993,011.97
Top:  507.18 | x0:  126.35 | x1:  152.85 | Text: FROM
Top:  507.18 | x0:  155.35 | x1:  213.35 | Text: SOREMEKUN
Top:  507.18 | x0:  218.36 | x1:  263.87 | Text: MOJISOLA
Top:  522.79 | x0:  126.35 | x1:  174.36 | Text: IBIDUN/NIP
Top:  522.79 | x0:  176.86 | x1:  225.36 | Text: TRANSFER
Top:  522.79 | x0:  227.86 | x1:  240.36 | Text: TO
Top:  522.79 | x0:  242.86 | x1:  260.86 | Text: THE
Top:  522.79 | x0:  263.37 | x1:  273.37 | Text: 16
Top:  538.40 | x0:  126.35 | x1:  149.86 | Text: PLUS
Top:  538.40 | x0:  152.36 | x1:  190.37 | Text: SCHOOL
Top:  538.40 | x0:  192.87 | x1:  230.88 | Text: LIMITED.
Top:  554.00 | x0:  126.35 | x1:  211.42 | Text: 00001325061314410
Top:  570.11 | x0:   46.60 | x1:   97.13 | Text: 14-Jun-2025
Top:  570.11 | x0:  126.35 | x1:  245.89 | Text: REFNO:A01ZSTM2516404JZ
Top:  570.11 | x0:  291.60 | x1:  342.13 | Text: 13-Jun-2025
Top:  570.11 | x0:  393.28 | x1:  415.80 | Text: 50.00
Top:  570.11 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  570.11 | x0:  493.91 | x1:  546.45 | Text: 2,992,961.97
Top:  585.71 | x0:  126.35 | x1:  184.35 | Text: ELECTRONIC
Top:  585.71 | x0:  186.86 | x1:  219.86 | Text: MONEY
Top:  585.71 | x0:  222.36 | x1:  270.86 | Text: TRANSFER
Top:  601.32 | x0:  126.35 | x1:  149.36 | Text: LEVY
Top:  617.43 | x0:   46.60 | x1:   97.13 | Text: 16-Jun-2025
Top:  617.43 | x0:  126.35 | x1:  232.90 | Text: REFNO:A01tlst251670003
Top:  617.43 | x0:  235.40 | x1:  250.41 | Text: NIP
Top:  617.43 | x0:  252.91 | x1:  279.40 | Text: FROM
Top:  617.43 | x0:  291.60 | x1:  342.13 | Text: 16-Jun-2025
Top:  617.43 | x0:  398.29 | x1:  415.80 | Text: 0.00
Top:  617.43 | x0:  433.76 | x1:  478.80 | Text: 816,982.57
Top:  617.43 | x0:  493.91 | x1:  546.45 | Text: 3,809,944.54
Top:  633.03 | x0:  126.35 | x1:  165.85 | Text: FRANCIS
Top:  633.03 | x0:  168.35 | x1:  188.86 | Text: AWA
Top:  633.03 | x0:  191.36 | x1:  247.37 | Text: IKENGA/ONB
Top:  633.03 | x0:  249.88 | x1:  267.37 | Text: TRF
Top:  648.64 | x0:  126.35 | x1:  152.85 | Text: FROM
Top:  648.64 | x0:  155.35 | x1:  173.35 | Text: FRA
Top:  664.74 | x0:   46.60 | x1:   97.13 | Text: 17-Jun-2025
Top:  664.74 | x0:  126.35 | x1:  249.39 | Text: REFNO:A01ZSTM2516702AM
Top:  664.74 | x0:  291.60 | x1:  342.13 | Text: 16-Jun-2025
Top:  664.74 | x0:  393.28 | x1:  415.80 | Text: 50.00
Top:  664.74 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  664.74 | x0:  493.91 | x1:  546.45 | Text: 3,809,894.54
Top:  680.35 | x0:  126.35 | x1:  184.35 | Text: ELECTRONIC
Top:  680.35 | x0:  186.86 | x1:  219.86 | Text: MONEY
Top:  680.35 | x0:  222.36 | x1:  270.86 | Text: TRANSFER
Top:  820.66 | x0:  270.27 | x1:  278.27 | Text: P
Top:  820.66 | x0:  281.27 | x1:  287.94 | Text: a
Top:  820.66 | x0:  290.94 | x1:  297.62 | Text: g
Top:  820.66 | x0:  300.62 | x1:  307.29 | Text: e
Top:  820.66 | x0:  310.62 | x1:  317.30 | Text: 4
Top:  820.66 | x0:  320.63 | x1:  323.75 | Text: |
Top:  820.66 | x0:  327.09 | x1:  340.43 | Text: 10

--- PAGE 5 ---
Top:   46.87 | x0:   44.10 | x1:  132.10 | Text: Account
Top:   46.87 | x0:  138.22 | x1:  244.56 | Text: Statement
Top:  115.03 | x0:  126.35 | x1:  149.36 | Text: LEVY
Top:  131.14 | x0:   46.60 | x1:   97.13 | Text: 17-Jun-2025
Top:  131.14 | x0:  126.35 | x1:  245.90 | Text: REFNO:A01ECTR251680034
Top:  131.14 | x0:  291.60 | x1:  342.13 | Text: 17-Jun-2025
Top:  131.14 | x0:  370.76 | x1:  415.80 | Text: 200,000.00
Top:  131.14 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  131.14 | x0:  493.91 | x1:  546.45 | Text: 3,609,894.54
Top:  146.75 | x0:  126.35 | x1:  260.91 | Text: 2506171873FN:repairs,ivie,,Local
Top:  162.35 | x0:  126.35 | x1:  161.37 | Text: Ecobank
Top:  162.35 | x0:  163.87 | x1:  197.38 | Text: Transfer
Top:  162.35 | x0:  199.88 | x1:  219.89 | Text: LCY:
Top:  162.35 | x0:  222.39 | x1:  240.88 | Text: TRN
Top:  162.35 | x0:  243.39 | x1:  258.39 | Text: IFO
Top:  177.96 | x0:  126.35 | x1:  149.85 | Text: OMNI
Top:  177.96 | x0:  152.35 | x1:  155.35 | Text: -
Top:  177.96 | x0:  157.85 | x1:  202.35 | Text: INTERNAL
Top:  177.96 | x0:  204.86 | x1:  253.86 | Text: TRANSERS
Top:  177.96 | x0:  256.36 | x1:  269.37 | Text: BO
Top:  193.56 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  193.56 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  193.56 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  193.56 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  193.56 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  209.67 | x0:   46.60 | x1:   97.13 | Text: 17-Jun-2025
Top:  209.67 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251680502
Top:  209.67 | x0:  291.60 | x1:  342.13 | Text: 17-Jun-2025
Top:  209.67 | x0:  393.28 | x1:  415.80 | Text: 50.00
Top:  209.67 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  209.67 | x0:  493.91 | x1:  546.45 | Text: 3,609,844.54
Top:  225.28 | x0:  126.35 | x1:  221.40 | Text: 2506171873FS:Medical
Top:  225.28 | x0:  223.90 | x1:  266.90 | Text: bills,HEDA
Top:  240.88 | x0:  126.35 | x1:  170.86 | Text: HOSPITAL
Top:  240.88 | x0:  173.37 | x1:  235.38 | Text: LIMITED,,Local
Top:  240.88 | x0:  237.89 | x1:  275.89 | Text: Transfers
Top:  256.49 | x0:  126.35 | x1:  148.86 | Text: Other
Top:  256.49 | x0:  151.36 | x1:  178.87 | Text: Banks:
Top:  256.49 | x0:  181.38 | x1:  199.87 | Text: TRN
Top:  256.49 | x0:  202.37 | x1:  217.38 | Text: IFO
Top:  256.49 | x0:  219.88 | x1:  234.88 | Text: NIP
Top:  272.09 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  272.09 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  272.09 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  272.09 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  287.70 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  287.70 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  287.70 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  287.70 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  287.70 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  303.81 | x0:   46.60 | x1:   97.13 | Text: 17-Jun-2025
Top:  303.81 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251680502
Top:  303.81 | x0:  291.60 | x1:  342.13 | Text: 17-Jun-2025
Top:  303.81 | x0:  370.76 | x1:  415.80 | Text: 200,000.00
Top:  303.81 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  303.81 | x0:  493.91 | x1:  546.45 | Text: 3,409,844.54
Top:  319.41 | x0:  126.35 | x1:  221.40 | Text: 2506171873FS:Medical
Top:  319.41 | x0:  223.90 | x1:  266.90 | Text: bills,HEDA
Top:  335.02 | x0:  126.35 | x1:  170.86 | Text: HOSPITAL
Top:  335.02 | x0:  173.37 | x1:  235.38 | Text: LIMITED,,Local
Top:  335.02 | x0:  237.89 | x1:  275.89 | Text: Transfers
Top:  350.62 | x0:  126.35 | x1:  148.86 | Text: Other
Top:  350.62 | x0:  151.36 | x1:  178.87 | Text: Banks:
Top:  350.62 | x0:  181.38 | x1:  199.87 | Text: TRN
Top:  350.62 | x0:  202.37 | x1:  217.38 | Text: IFO
Top:  350.62 | x0:  219.88 | x1:  234.88 | Text: NIP
Top:  366.23 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  366.23 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  366.23 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  366.23 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  381.84 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  381.84 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  381.84 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  381.84 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  381.84 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  397.94 | x0:   46.60 | x1:   97.13 | Text: 17-Jun-2025
Top:  397.94 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251680502
Top:  397.94 | x0:  291.60 | x1:  342.13 | Text: 17-Jun-2025
Top:  397.94 | x0:  398.29 | x1:  415.80 | Text: 3.75
Top:  397.94 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  397.94 | x0:  493.91 | x1:  546.45 | Text: 3,409,840.79
Top:  413.55 | x0:  126.35 | x1:  221.40 | Text: 2506171873FS:Medical
Top:  413.55 | x0:  223.90 | x1:  266.90 | Text: bills,HEDA
Top:  429.15 | x0:  126.35 | x1:  170.86 | Text: HOSPITAL
Top:  429.15 | x0:  173.37 | x1:  235.38 | Text: LIMITED,,Local
Top:  429.15 | x0:  237.89 | x1:  275.89 | Text: Transfers
Top:  444.76 | x0:  126.35 | x1:  148.86 | Text: Other
Top:  444.76 | x0:  151.36 | x1:  178.87 | Text: Banks:
Top:  444.76 | x0:  181.38 | x1:  199.87 | Text: TRN
Top:  444.76 | x0:  202.37 | x1:  217.38 | Text: IFO
Top:  444.76 | x0:  219.88 | x1:  234.88 | Text: NIP
Top:  460.37 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  460.37 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  460.37 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  460.37 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  475.97 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  475.97 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  475.97 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  475.97 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  475.97 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  492.08 | x0:   46.60 | x1:   97.13 | Text: 17-Jun-2025
Top:  492.08 | x0:  126.35 | x1:  245.40 | Text: REFNO:A01ECTS251680503
Top:  492.08 | x0:  291.60 | x1:  342.13 | Text: 17-Jun-2025
Top:  492.08 | x0:  393.28 | x1:  415.80 | Text: 50.00
Top:  492.08 | x0:  461.29 | x1:  478.80 | Text: 0.00
Top:  492.08 | x0:  493.91 | x1:  546.45 | Text: 3,409,790.79
Top:  507.68 | x0:  126.35 | x1:  219.40 | Text: 2506171873FJ:Foreign
Top:  507.68 | x0:  221.90 | x1:  241.42 | Text: fees,
Top:  523.29 | x0:  126.35 | x1:  168.87 | Text: Lemonade
Top:  523.29 | x0:  171.38 | x1:  217.90 | Text: Technology
Top:  523.29 | x0:  220.40 | x1:  249.41 | Text: Limited
Top:  523.29 | x0:  251.91 | x1:  254.91 | Text: -
Top:  523.29 | x0:  257.41 | x1:  274.42 | Text: IVIE
Top:  538.90 | x0:  126.35 | x1:  153.36 | Text: EMILY
Top:  538.90 | x0:  155.86 | x1:  235.38 | Text: OKPANACHI,,Local
Top:  538.90 | x0:  237.89 | x1:  275.89 | Text: Transfers
Top:  554.50 | x0:  126.35 | x1:  148.86 | Text: Other
Top:  554.50 | x0:  151.36 | x1:  178.87 | Text: Banks:
Top:  554.50 | x0:  181.38 | x1:  199.87 | Text: TRN
Top:  554.50 | x0:  202.37 | x1:  217.38 | Text: IFO
Top:  554.50 | x0:  219.88 | x1:  234.88 | Text: NIP
Top:  570.11 | x0:  126.35 | x1:  172.84 | Text: OUTWARD
Top:  570.11 | x0:  175.35 | x1:  219.84 | Text: ACCOUNT
Top:  570.11 | x0:  222.34 | x1:  248.84 | Text: -OMNI
Top:  570.11 | x0:  251.34 | x1:  264.35 | Text: BO
Top:  585.71 | x0:  126.35 | x1:  144.35 | Text: THE
Top:  585.71 | x0:  146.85 | x1:  156.86 | Text: 16
Top:  585.71 | x0:  159.36 | x1:  182.87 | Text: PLUS
Top:  585.71 | x0:  185.37 | x1:  223.38 | Text: SCHOOL
Top:  585.71 | x0:  225.88 | x1:  261.39 | Text: LIMITED
Top:  601.82 | x0:   46.60 | x1:   97.13 | Text: 17-Jun-2025
